Gene ID,Species Name,Phylum,Clade,Family ID,,,
ZK418.7,caenorhabditis_elegans,Nematoda,Clade V,family 657959,,,
B0244.6,caenorhabditis_elegans,Nematoda,Clade V,family 657959,,,
B0244.4b,caenorhabditis_elegans,Nematoda,Clade V,family 657959,,,
B0244.15,caenorhabditis_elegans,Nematoda,Clade V,family 657959,,,
B0244.10,caenorhabditis_elegans,Nematoda,Clade V,family 657959,,,
B0244.7,caenorhabditis_elegans,Nematoda,Clade V,family 657959,,,
B0244.5,caenorhabditis_elegans,Nematoda,Clade V,family 657959,,,
Y54E2A.12a,caenorhabditis_elegans,Nematoda,Clade V,family 660496,,,
Y34D9A.2,caenorhabditis_elegans,Nematoda,Clade V,family 664383,,,
C50F7.1b,caenorhabditis_elegans,Nematoda,Clade V,family 669683,,,
C24A8.6,caenorhabditis_elegans,Nematoda,Clade V,family 673559,,,
C24A8.1,caenorhabditis_elegans,Nematoda,Clade V,family 673559,,,
C06H5.7,caenorhabditis_elegans,Nematoda,Clade V,family 676051,,,
T27D1.3,caenorhabditis_elegans,Nematoda,Clade V,family 677003,,,
F31B9.1,caenorhabditis_elegans,Nematoda,Clade V,family 677003,,,
F18C5.10.2,caenorhabditis_elegans,Nematoda,Clade V,family 698491,,,
H09F14.1b,caenorhabditis_elegans,Nematoda,Clade V,family 706112,,,
B0334.6,caenorhabditis_elegans,Nematoda,Clade V,family 723188,,,
F56B6.5a,caenorhabditis_elegans,Nematoda,Clade V,family 729327,,,
C30B5.5,caenorhabditis_elegans,Nematoda,Clade V,family 741201,,,
ZC266.1,caenorhabditis_elegans,Nematoda,Clade V,family 747215,,,
AH9.4,caenorhabditis_elegans,Nematoda,Clade V,family 747215,,,
Y97E10B.3,caenorhabditis_elegans,Nematoda,Clade V,family 768538,,,
Y97E10B.4,caenorhabditis_elegans,Nematoda,Clade V,family 768538,,,
F40D4.5,caenorhabditis_elegans,Nematoda,Clade V,family 768538,,,
C13D9.5,caenorhabditis_elegans,Nematoda,Clade V,family 768538,,,
F20E11.2,caenorhabditis_elegans,Nematoda,Clade V,family 768538,,,
C13D9.4,caenorhabditis_elegans,Nematoda,Clade V,family 768538,,,
F52F10.5,caenorhabditis_elegans,Nematoda,Clade V,family 768538,,,
C13D9.6,caenorhabditis_elegans,Nematoda,Clade V,family 768538,,,
Y97E10B.2,caenorhabditis_elegans,Nematoda,Clade V,family 768538,,,
F26G5.12,caenorhabditis_elegans,Nematoda,Clade V,family 768538,,,
Y97E10B.9,caenorhabditis_elegans,Nematoda,Clade V,family 768538,,,
F26G5.10,caenorhabditis_elegans,Nematoda,Clade V,family 768538,,,
ZK643.3b,caenorhabditis_elegans,Nematoda,Clade V,family 785693,,,
T01B11.1,caenorhabditis_elegans,Nematoda,Clade V,family 794934,,,
C50H11.13,caenorhabditis_elegans,Nematoda,Clade V,family 794934,,,
C54E10.3,caenorhabditis_elegans,Nematoda,Clade V,family 794934,,,
ZK863.1,caenorhabditis_elegans,Nematoda,Clade V,family 794934,,,
C04C3.6,caenorhabditis_elegans,Nematoda,Clade V,family 794934,,,
T14B1.2,caenorhabditis_elegans,Nematoda,Clade V,family 795694,,,
C15H11.2a,caenorhabditis_elegans,Nematoda,Clade V,family 807935,,,
C17H11.1,caenorhabditis_elegans,Nematoda,Clade V,family 812627,,,
C30A5.10a,caenorhabditis_elegans,Nematoda,Clade V,family 812893,,,
C56G3.1b,caenorhabditis_elegans,Nematoda,Clade V,family 827819,,,
C39B10.1,caenorhabditis_elegans,Nematoda,Clade V,family 840915,,,
W05B5.2,caenorhabditis_elegans,Nematoda,Clade V,family 850376,,,
F28C12.1,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
F35C5.2,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
B0304.8,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
F18C5.1,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
B0304.9,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
AH6.12,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
B0304.5,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
F18C5.6,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
AH6.6,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
AH6.11,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
AH6.4,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
T06G6.2,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
T06G6.1,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
F44F4.7,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
B0304.6,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
F28C12.4,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
F49E12.5a,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
C56C10.5,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
Y40H7A.6,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
F44F4.13,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
F18C5.8,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
AH6.7,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
F28C12.5,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
F28C12.2,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
AH6.8,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
F28C12.7,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
F44F4.5a,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
AH6.10,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
AH6.14,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
T19D12.8,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
T26E3.9,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
B0304.7,caenorhabditis_elegans,Nematoda,Clade V,family 851634,,,
C50H2.2a,caenorhabditis_elegans,Nematoda,Clade V,family 862323,,,
ZK813.5,caenorhabditis_elegans,Nematoda,Clade V,family 864467,,,
B0496.5,caenorhabditis_elegans,Nematoda,Clade V,family 873853,,,
Y54E2A.10,caenorhabditis_elegans,Nematoda,Clade V,family 879393,,,
F10D7.1,caenorhabditis_elegans,Nematoda,Clade V,family 881013,,,
ZK721.4.2,caenorhabditis_elegans,Nematoda,Clade V,family 887463,,,
D1022.6,caenorhabditis_elegans,Nematoda,Clade V,family 925142,,,
ZC374.1,caenorhabditis_elegans,Nematoda,Clade V,family 930879,,,
D1014.2,caenorhabditis_elegans,Nematoda,Clade V,family 937154,,,
C54F6.11,caenorhabditis_elegans,Nematoda,Clade V,family 963974,,,
C54F6.7,caenorhabditis_elegans,Nematoda,Clade V,family 963974,,,
C09F12.3,caenorhabditis_elegans,Nematoda,Clade V,family 976091,,,
C53B7.5,caenorhabditis_elegans,Nematoda,Clade V,family 1132594,,,
F10D2.4,caenorhabditis_elegans,Nematoda,Clade V,family 1132594,,,
F59B1.1,caenorhabditis_elegans,Nematoda,Clade V,family 1132594,,,
F07C3.8,caenorhabditis_elegans,Nematoda,Clade V,family 1132594,,,
B0213.7,caenorhabditis_elegans,Nematoda,Clade V,family 1132594,,,
Y39H10B.1,caenorhabditis_elegans,Nematoda,Clade V,family 1132594,,,
B0213.8,caenorhabditis_elegans,Nematoda,Clade V,family 1132594,,,
F07B10.3,caenorhabditis_elegans,Nematoda,Clade V,family 1132594,,,
F07B10.2,caenorhabditis_elegans,Nematoda,Clade V,family 1132594,,,
C50H2.13,caenorhabditis_elegans,Nematoda,Clade V,family 1135113,,,
ZC412.10,caenorhabditis_elegans,Nematoda,Clade V,family 1154426,,,
T06G6.12,caenorhabditis_elegans,Nematoda,Clade V,family 1158996,,,
K09D9.7,caenorhabditis_elegans,Nematoda,Clade V,family 1196405,,,
T11F9.18,caenorhabditis_elegans,Nematoda,Clade V,family 1196405,,,
K09D9.8,caenorhabditis_elegans,Nematoda,Clade V,family 1196405,,,
K04F1.5,caenorhabditis_elegans,Nematoda,Clade V,family 1196405,,,
K04F1.16,caenorhabditis_elegans,Nematoda,Clade V,family 1196405,,,
C05E4.14c,caenorhabditis_elegans,Nematoda,Clade V,family 1196405,,,
K09D9.6,caenorhabditis_elegans,Nematoda,Clade V,family 1196405,,,
C50H2.10,caenorhabditis_elegans,Nematoda,Clade V,family 1362048,,,
C50H2.12,caenorhabditis_elegans,Nematoda,Clade V,family 1362048,,,
T07C12.13,caenorhabditis_elegans,Nematoda,Clade V,family 1362048,,,
F41C6.3,caenorhabditis_elegans,Nematoda,Clade V,family 1393383,,,
F41C6.2,caenorhabditis_elegans,Nematoda,Clade V,family 1393383,,,
T11F9.13,caenorhabditis_elegans,Nematoda,Clade V,family 1393383,,,
T11F9.10,caenorhabditis_elegans,Nematoda,Clade V,family 1551400,,,
F40D4.13a,caenorhabditis_elegans,Nematoda,Clade V,family 1551400,,,
C53B7.6,caenorhabditis_elegans,Nematoda,Clade V,family 1567372,,,
T11F9.14,caenorhabditis_elegans,Nematoda,Clade V,family 1567372,,,
F35G8.1,caenorhabditis_elegans,Nematoda,Clade V,family 1584621,,,
T05A1.1a,caenorhabditis_elegans,Nematoda,Clade V,family 1584621,,,
C10C6.2,caenorhabditis_elegans,Nematoda,Clade V,family 1584621,,,
C16D6.2,caenorhabditis_elegans,Nematoda,Clade V,family 1584621,,,
C39E6.6,caenorhabditis_elegans,Nematoda,Clade V,family 1584621,,,
Y58G8A.4b,caenorhabditis_elegans,Nematoda,Clade V,family 1584621,,,
F41E7.3,caenorhabditis_elegans,Nematoda,Clade V,family 1584621,,,
C53C7.1a,caenorhabditis_elegans,Nematoda,Clade V,family 1584621,,,
F40A3.7,caenorhabditis_elegans,Nematoda,Clade V,family 106598,,,
K03H6.1,caenorhabditis_elegans,Nematoda,Clade V,family 106598,,,
W10C4.1,caenorhabditis_elegans,Nematoda,Clade V,family 106598,,,
R13H7.2a,caenorhabditis_elegans,Nematoda,Clade V,family 106598,,,
K03H6.5a,caenorhabditis_elegans,Nematoda,Clade V,family 106598,,,
T10E10.3,caenorhabditis_elegans,Nematoda,Clade V,family 106598,,,
F59B2.13,caenorhabditis_elegans,Nematoda,Clade V,family 106598,,,
C34B4.3,caenorhabditis_elegans,Nematoda,Clade V,family 465889,,,
R13H4.7b,caenorhabditis_elegans,Nematoda,Clade V,family 465889,,,
Y55F3AM.2,caenorhabditis_elegans,Nematoda,Clade V,family 481564,,,
C44B12.4,caenorhabditis_elegans,Nematoda,Clade V,family 481564,,,
K01A12.3,caenorhabditis_elegans,Nematoda,Clade V,family 780479,,,
Y48C3A.11,caenorhabditis_elegans,Nematoda,Clade V,family 874814,,,
C35A11.1,caenorhabditis_elegans,Nematoda,Clade V,family 1584818,,,
ZC404.13,caenorhabditis_elegans,Nematoda,Clade V,family 1584818,,,
ZC404.10,caenorhabditis_elegans,Nematoda,Clade V,family 1584818,,,
T27B2.1,caenorhabditis_elegans,Nematoda,Clade V,family 1584818,,,
T15B7.11,caenorhabditis_elegans,Nematoda,Clade V,family 1584818,,,
T15B7.12,caenorhabditis_elegans,Nematoda,Clade V,family 1584818,,,
ZC404.11,caenorhabditis_elegans,Nematoda,Clade V,family 1584818,,,
Y48A6B.1,caenorhabditis_elegans,Nematoda,Clade V,family 1584818,,,
F57B7.1a,caenorhabditis_elegans,Nematoda,Clade V,family 1584818,,,
T15B7.13,caenorhabditis_elegans,Nematoda,Clade V,family 1584818,,,
M03F8.7,caenorhabditis_elegans,Nematoda,Clade V,family 1584818,,,
Y54G11B.1,caenorhabditis_elegans,Nematoda,Clade V,family 1584818,,,
D1069.4,caenorhabditis_elegans,Nematoda,Clade V,family 1584818,,,
C35A5.7,caenorhabditis_elegans,Nematoda,Clade V,family 1584818,,,
H34P18.1,caenorhabditis_elegans,Nematoda,Clade V,family 1584818,,,
T13F2.12,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
C35D10.11,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
C25D7.1,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
K07F5.7,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
F44D12.3,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
M03E7.1,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
C01G10.14,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
F32B6.7,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
R08A2.3,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
E03H12.10,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
F55C5.1,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
T27A3.3,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
K07F5.9,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
C55C2.2,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
ZK1225.6,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
F44D12.5,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
F44D12.7,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
T28H11.6,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
F58A3.4,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
ZC168.6,caenorhabditis_elegans,Nematoda,Clade V,family 62985,,,
F56H6.13,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
Y87G2A.16,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
F01D5.10,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
ZK1025.8,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
B0273.115,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
C18B2.2,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
T15D6.1,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
ZK1025.2,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
Y48G1BL.7,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
K06H6.5,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
K07H8.8,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
F49D11.6,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
F55B12.2,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
F36D1.8,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
F49D11.3a,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
T24A6.16,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
T27C5.12,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
C18B2.1,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
C54F6.3,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
C31B8.9,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
F25E5.2,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
F56H6.4,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
T09E11.3,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
F59D12.3,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
C41C4.1,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
F17B5.4,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
F40C5.1,caenorhabditis_elegans,Nematoda,Clade V,family 65322,,,
F45F2.13,caenorhabditis_elegans,Nematoda,Clade V,family 70839,,,
K06C4.13,caenorhabditis_elegans,Nematoda,Clade V,family 70839,,,
F07B7.5,caenorhabditis_elegans,Nematoda,Clade V,family 70839,,,
T10C6.13,caenorhabditis_elegans,Nematoda,Clade V,family 70839,,,
F22B3.2,caenorhabditis_elegans,Nematoda,Clade V,family 70839,,,
B0035.10,caenorhabditis_elegans,Nematoda,Clade V,family 70839,,,
ZK131.3,caenorhabditis_elegans,Nematoda,Clade V,family 70839,,,
F55G1.2,caenorhabditis_elegans,Nematoda,Clade V,family 70839,,,
K03A1.1,caenorhabditis_elegans,Nematoda,Clade V,family 70839,,,
F54E12.1,caenorhabditis_elegans,Nematoda,Clade V,family 70839,,,
F20D6.9,caenorhabditis_elegans,Nematoda,Clade V,family 70839,,,
W09H1.2,caenorhabditis_elegans,Nematoda,Clade V,family 70839,,,
K06C4.5,caenorhabditis_elegans,Nematoda,Clade V,family 70839,,,
ZK131.2,caenorhabditis_elegans,Nematoda,Clade V,family 70839,,,
F17E9.10,caenorhabditis_elegans,Nematoda,Clade V,family 70839,,,
ZK131.7,caenorhabditis_elegans,Nematoda,Clade V,family 70839,,,
F08G2.3,caenorhabditis_elegans,Nematoda,Clade V,family 70839,,,
T06F4.2b,caenorhabditis_elegans,Nematoda,Clade V,family 72594,,,
E04F6.11a,caenorhabditis_elegans,Nematoda,Clade V,family 72594,,,
T27D12.2a,caenorhabditis_elegans,Nematoda,Clade V,family 72594,,,
B0491.8a,caenorhabditis_elegans,Nematoda,Clade V,family 72594,,,
C50H11.3,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
W04D2.2a,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
C16D9.7,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
C53A5.10,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
F40G12.8,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
T16H12.8,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
Y55F3C.10,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
Y41E3.17,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
Y55F3C.8,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
F47D2.7,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
Y41E3.15,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
ZK1037.3,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
R03H4.4,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
C24B9.6,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
Y5H2B.7,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
Y38C9B.2,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
ZC142.1,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
M162.3,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
Y46H3A.1b,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
C13B7.1,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
R13D7.10,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
Y41E3.14,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
C24B9.4a,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
C50H11.4,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
Y73C8C.9,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
ZC142.2,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
F47D2.1,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
C18H7.8,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
C50H11.11,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
F47D2.5,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
M02H5.2,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
C29G2.4,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
F47D2.3,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
F47D2.8,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
F47D2.6,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
Y45G12C.5,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
C24B9.5,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
Y41E3.12,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
Y97E10B.10,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
Y57G11C.30a,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
E03D2.4,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
M199.1,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
W01D2.4,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
F54E2.6,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
F47D2.4,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
F48G7.6,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
F36H9.6,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
Y55F3C.2,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
F40G12.15,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
K10B4.2,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
C50H11.2,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
R08F11.2,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
F18E2.4,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
C50H11.10,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
C50H11.14,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
C50H11.5,caenorhabditis_elegans,Nematoda,Clade V,family 75334,,,
T10B10.7,caenorhabditis_elegans,Nematoda,Clade V,family 77020,,,
F28H7.10a,caenorhabditis_elegans,Nematoda,Clade V,family 77020,,,
Y40C5A.2,caenorhabditis_elegans,Nematoda,Clade V,family 77020,,,
B0212.5,caenorhabditis_elegans,Nematoda,Clade V,family 77020,,,
T09A12.3,caenorhabditis_elegans,Nematoda,Clade V,family 77020,,,
ZK822.3b,caenorhabditis_elegans,Nematoda,Clade V,family 93047,,,
C54F6.13a,caenorhabditis_elegans,Nematoda,Clade V,family 93047,,,
F14B8.1a,caenorhabditis_elegans,Nematoda,Clade V,family 93047,,,
B0495.4,caenorhabditis_elegans,Nematoda,Clade V,family 93047,,,
F58E1.6b,caenorhabditis_elegans,Nematoda,Clade V,family 93047,,,
B0395.1,caenorhabditis_elegans,Nematoda,Clade V,family 93047,,,
Y113G7A.11,caenorhabditis_elegans,Nematoda,Clade V,family 96728,,,
F45F2.3,caenorhabditis_elegans,Nematoda,Clade V,family 98679,,,
ZK131.4,caenorhabditis_elegans,Nematoda,Clade V,family 98679,,,
T10C6.14,caenorhabditis_elegans,Nematoda,Clade V,family 98679,,,
C50F4.7,caenorhabditis_elegans,Nematoda,Clade V,family 98679,,,
T23D8.5,caenorhabditis_elegans,Nematoda,Clade V,family 98679,,,
F07B7.9,caenorhabditis_elegans,Nematoda,Clade V,family 98679,,,
K06C4.2,caenorhabditis_elegans,Nematoda,Clade V,family 98679,,,
F55G1.11,caenorhabditis_elegans,Nematoda,Clade V,family 98679,,,
F17E9.12,caenorhabditis_elegans,Nematoda,Clade V,family 98679,,,
ZK131.1,caenorhabditis_elegans,Nematoda,Clade V,family 98679,,,
F54E12.3,caenorhabditis_elegans,Nematoda,Clade V,family 98679,,,
K03A1.6,caenorhabditis_elegans,Nematoda,Clade V,family 98679,,,
K06C4.10,caenorhabditis_elegans,Nematoda,Clade V,family 98679,,,
B0035.9,caenorhabditis_elegans,Nematoda,Clade V,family 98679,,,
ZK131.8,caenorhabditis_elegans,Nematoda,Clade V,family 98679,,,
F22B3.1,caenorhabditis_elegans,Nematoda,Clade V,family 98679,,,
F08F1.1b,caenorhabditis_elegans,Nematoda,Clade V,family 108364,,,
C24G6.2a,caenorhabditis_elegans,Nematoda,Clade V,family 108364,,,
